"School Year","Division Number","Division Name","School Number","School Name","English Learners include Former ELs","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2018-2019","29","Fairfax County","940","Bren Mar Park Elementary","Y","306"," ","306"
"2018-2019","29","Fairfax County","1790","Brookfield Elementary","N","366"," ","366"
"2018-2019","29","Fairfax County","1790","Brookfield Elementary","Y","467"," ","467"
"2018-2019","29","Fairfax County","2201","Bryant High","N","109"," ","109"
"2018-2019","29","Fairfax County","2201","Bryant High","Y","231"," ","231"
"2018-2019","29","Fairfax County","700","Bucknell Elementary","N","128"," ","128"
"2018-2019","29","Fairfax County","700","Bucknell Elementary","Y","124"," ","124"
"2018-2019","29","Fairfax County","2251","Bull Run E.C. Resource Ctr.","N","238"," ","238"
"2018-2019","29","Fairfax County","2225","Bull Run Elementary","N","527"," ","527"
"2018-2019","29","Fairfax County","2225","Bull Run Elementary","Y","277"," ","277"
"2018-2019","29","Fairfax County","680","Bush Hill Elementary","N","390"," ","390"
"2018-2019","29","Fairfax County","680","Bush Hill Elementary","Y","151"," ","151"
"2018-2019","29","Fairfax County","1940","Camelot Elementary","N","344"," ","344"
"2018-2019","29","Fairfax County","1940","Camelot Elementary","Y","266"," ","266"
"2018-2019","29","Fairfax County","620","Cameron Elementary","N","223"," ","223"
"2018-2019","29","Fairfax County","620","Cameron Elementary","Y","312"," ","312"
"2018-2019","29","Fairfax County","1590","Canterbury Woods Elementary","N","635"," ","635"
"2018-2019","29","Fairfax County","1590","Canterbury Woods Elementary","Y","152"," ","152"
"2018-2019","29","Fairfax County","1690","Cardinal Forest Elementary","N","401"," ","401"
"2018-2019","29","Fairfax County","1690","Cardinal Forest Elementary","Y","203"," ","203"
"2018-2019","29","Fairfax County","2222","Carson Middle","N","1,212","<","1,213"
"2018-2019","29","Fairfax County","2222","Carson Middle","Y","289"," ","289"
"2018-2019","29","Fairfax County","2090","Centre Ridge Elementary","N","372"," ","372"
"2018-2019","29","Fairfax County","2090","Centre Ridge Elementary","Y","416"," ","416"
"2018-2019","29","Fairfax County","2205","Centreville Elementary","N","577"," ","577"
"2018-2019","29","Fairfax County","2205","Centreville Elementary","Y","291"," ","291"
"2018-2019","29","Fairfax County","200","Centreville High","N","2,111","<","2,112"
"2018-2019","29","Fairfax County","200","Centreville High","Y","503"," ","503"
"2018-2019","29","Fairfax County","131","Chantilly High","N","2,492","<","2,494"
"2018-2019","29","Fairfax County","131","Chantilly High","Y","371"," ","371"
"2018-2019","29","Fairfax County","480","Cherry Run Elementary","N","402"," ","402"
"2018-2019","29","Fairfax County","480","Cherry Run Elementary","Y","33"," ","33"
"2018-2019","29","Fairfax County","100","Chesterbrook Elementary","N","655"," ","655"
"2018-2019","29","Fairfax County","100","Chesterbrook Elementary","Y","39"," ","39"
"2018-2019","29","Fairfax County","1050","Churchill Road Elementary","N","647"," ","647"
"2018-2019","29","Fairfax County","1050","Churchill Road Elementary","Y","104"," ","104"
"2018-2019","29","Fairfax County","260","Clearview Elementary","N","373"," ","373"
"2018-2019","29","Fairfax County","260","Clearview Elementary","Y","332"," ","332"
"2018-2019","29","Fairfax County","1870","Clermont Elementary","N","504"," ","504"
"2018-2019","29","Fairfax County","1870","Clermont Elementary","Y","121"," ","121"
"2018-2019","29","Fairfax County","2347","Coates Elementary","N","299"," ","299"
"2018-2019","29","Fairfax County","2347","Coates Elementary","Y","414"," ","414"
"2018-2019","29","Fairfax County","1510","Columbia Elementary","N","294"," ","294"
"2018-2019","29","Fairfax County","1510","Columbia Elementary","Y","195"," ","195"
"2018-2019","29","Fairfax County","2234","Colvin Run Elementary","N","678"," ","678"
"2018-2019","29","Fairfax County","2234","Colvin Run Elementary","Y","81"," ","81"
"2018-2019","29","Fairfax County","1190","Cooper Middle","N","929"," ","929"
"2018-2019","29","Fairfax County","1190","Cooper Middle","Y","103"," ","103"
"2018-2019","29","Fairfax County","870","Crestwood Elementary","N","185"," ","185"
"2018-2019","29","Fairfax County","870","Crestwood Elementary","Y","427"," ","427"
"2018-2019","29","Fairfax County","2020","Crossfield Elementary","N","563"," ","563"
"2018-2019","29","Fairfax County","2020","Crossfield Elementary","Y","64"," ","64"
"2018-2019","29","Fairfax County","1600","Cub Run Elementary","N","463"," ","463"
"2018-2019","29","Fairfax County","1600","Cub Run Elementary","Y","108"," ","108"
"2018-2019","29","Fairfax County","1700","Cunningham Park Elementary","N","324"," ","324"
"2018-2019","29","Fairfax County","1700","Cunningham Park Elementary","Y","164"," ","164"
"2018-2019","29","Fairfax County","2229","Daniels Run Elementary","N","450"," ","450"
"2018-2019","29","Fairfax County","2229","Daniels Run Elementary","Y","264"," ","264"
"2018-2019","29","Fairfax County","2204","Deer Park Elementary","N","417"," ","417"
"2018-2019","29","Fairfax County","2204","Deer Park Elementary","Y","168"," ","168"
"2018-2019","29","Fairfax County","220","Dogwood Elementary","N","275"," ","275"
"2018-2019","29","Fairfax County","220","Dogwood Elementary","Y","454"," ","454"
"2018-2019","29","Fairfax County","2010","Dranesville Elementary","N","444"," ","444"
"2018-2019","29","Fairfax County","2010","Dranesville Elementary","Y","286"," ","286"
"2018-2019","29","Fairfax County","2238","Dunn Loring E.C. Resource Ctr.","N","282"," ","282"
"2018-2019","29","Fairfax County","2243","Eagle View Elementary","N","425"," ","425"
"2018-2019","29","Fairfax County","2243","Eagle View Elementary","Y","236"," ","236"
"2018-2019","29","Fairfax County","1270","Edison High","N","1,598","<","1,599"
"2018-2019","29","Fairfax County","1270","Edison High","Y","521"," ","521"
"2018-2019","29","Fairfax County","190","Fairfax County Adult High","N","<"," ","<"
"2018-2019","29","Fairfax County","190","Fairfax County Adult High","Y","143"," ","143"
"2018-2019","29","Fairfax County","20","Fairfax High","N","1,902","<","1,904"
"2018-2019","29","Fairfax County","20","Fairfax High","Y","423"," ","423"
"2018-2019","29","Fairfax County","1480","Fairfax Villa Elementary","N","422"," ","422"
"2018-2019","29","Fairfax County","1480","Fairfax Villa Elementary","Y","203"," ","203"
"2018-2019","29","Fairfax County","1630","Fairhill Elementary","N","363"," ","363"
"2018-2019","29","Fairfax County","1630","Fairhill Elementary","Y","204"," ","204"
"2018-2019","29","Fairfax County","290","Fairview Elementary","N","637"," ","637"
"2018-2019","29","Fairfax County","290","Fairview Elementary","Y","94"," ","94"
"2018-2019","29","Fairfax County","1100","Falls Church High","N","1,226"," ","1,226"
"2018-2019","29","Fairfax County","1100","Falls Church High","Y","885"," ","885"
"2018-2019","29","Fairfax County","730","Flint Hill Elementary","N","608"," ","608"
"2018-2019","29","Fairfax County","730","Flint Hill Elementary","Y","80"," ","80"
"2018-2019","29","Fairfax County","740","Floris Elementary","N","624"," ","624"
"2018-2019","29","Fairfax County","740","Floris Elementary","Y","202"," ","202"
"2018-2019","29","Fairfax County","70","Forest Edge Elementary","N","316"," ","316"
"2018-2019","29","Fairfax County","70","Forest Edge Elementary","Y","225"," ","225"
"2018-2019","29","Fairfax County","1450","Forestdale Elementary","N","249"," ","249"
"2018-2019","29","Fairfax County","1450","Forestdale Elementary","Y","264"," ","264"
"2018-2019","29","Fairfax County","370","Forestville Elementary","N","515"," ","515"
"2018-2019","29","Fairfax County","370","Forestville Elementary","Y","79"," ","79"
"2018-2019","29","Fairfax County","2224","Fort Belvoir Elementary","N","932"," ","932"
"2018-2019","29","Fairfax County","2224","Fort Belvoir Elementary","Y","41"," ","41"
"2018-2019","29","Fairfax County","2458","Fort Belvoir Upper","N","537"," ","537"
"2018-2019","29","Fairfax County","2458","Fort Belvoir Upper","Y","13"," ","13"
"2018-2019","29","Fairfax County","1920","Fort Hunt Elementary","N","486"," ","486"
"2018-2019","29","Fairfax County","1920","Fort Hunt Elementary","Y","117"," ","117"
"2018-2019","29","Fairfax County","390","Fox Mill Elementary","N","489"," ","489"
"2018-2019","29","Fairfax County","390","Fox Mill Elementary","Y","66"," ","66"
"2018-2019","29","Fairfax County","320","Franconia Elementary","N","350"," ","350"
"2018-2019","29","Fairfax County","320","Franconia Elementary","Y","184"," ","184"
"2018-2019","29","Fairfax County","440","Franklin Middle","N","663"," ","663"
"2018-2019","29","Fairfax County","440","Franklin Middle","Y","229"," ","229"
"2018-2019","29","Fairfax County","490","Freedom Hill Elementary","N","343"," ","343"
"2018-2019","29","Fairfax County","490","Freedom Hill Elementary","Y","238"," ","238"
"2018-2019","29","Fairfax County","1410","Frost Middle","N","1,013"," ","1,013"
"2018-2019","29","Fairfax County","1410","Frost Middle","Y","225"," ","225"
"2018-2019","29","Fairfax County","630","Garfield Elementary","N","104"," ","104"
"2018-2019","29","Fairfax County","630","Garfield Elementary","Y","253"," ","253"
"2018-2019","29","Fairfax County","1170","Glasgow Middle","N","626"," ","626"
"2018-2019","29","Fairfax County","1170","Glasgow Middle","Y","1,191"," ","1,191"
"2018-2019","29","Fairfax County","970","Glen Forest Elementary","N","337"," ","337"
"2018-2019","29","Fairfax County","970","Glen Forest Elementary","Y","773"," ","773"
"2018-2019","29","Fairfax County","530","Graham Road Elementary","N","137"," ","137"
"2018-2019","29","Fairfax County","530","Graham Road Elementary","Y","295"," ","295"
"2018-2019","29","Fairfax County","570","Great Falls Elementary","N","472"," ","472"
"2018-2019","29","Fairfax County","570","Great Falls Elementary","Y","50"," ","50"
"2018-2019","29","Fairfax County","1840","Greenbriar East Elementary","N","593"," ","593"
"2018-2019","29","Fairfax County","1840","Greenbriar East Elementary","Y","329"," ","329"
"2018-2019","29","Fairfax County","1500","Greenbriar West Elementary","N","584"," ","584"
"2018-2019","29","Fairfax County","1500","Greenbriar West Elementary","Y","221"," ","221"
"2018-2019","29","Fairfax County","330","Groveton Elementary","N","265"," ","265"
"2018-2019","29","Fairfax County","330","Groveton Elementary","Y","494"," ","494"
"2018-2019","29","Fairfax County","690","Gunston Elementary","N","364"," ","364"
"2018-2019","29","Fairfax County","690","Gunston Elementary","Y","162"," ","162"
"2018-2019","29","Fairfax County","2210","Halley Elementary","N","453"," ","453"
"2018-2019","29","Fairfax County","2210","Halley Elementary","Y","160"," ","160"
"2018-2019","29","Fairfax County","750","Haycock Elementary","N","884"," ","884"
"2018-2019","29","Fairfax County","750","Haycock Elementary","Y","102"," ","102"
"2018-2019","29","Fairfax County","1740","Hayfield Elementary","N","655"," ","655"
"2018-2019","29","Fairfax County","1740","Hayfield Elementary","Y","124"," ","124"
"2018-2019","29","Fairfax County","1800","Hayfield Secondary","N","2,422","<","2,427"
"2018-2019","29","Fairfax County","1800","Hayfield Secondary","Y","655"," ","655"
"2018-2019","29","Fairfax County","1250","Herndon Elementary","N","337"," ","337"
"2018-2019","29","Fairfax County","1250","Herndon Elementary","Y","522"," ","522"
"2018-2019","29","Fairfax County","32","Herndon High","N","1,493"," ","1,493"
"2018-2019","29","Fairfax County","32","Herndon High","Y","860"," ","860"
"2018-2019","29","Fairfax County","33","Herndon Middle","N","523"," ","523"
"2018-2019","29","Fairfax County","33","Herndon Middle","Y","603"," ","603"
"2018-2019","29","Fairfax County","1330","Hollin Meadows Elementary","N","400"," ","400"
"2018-2019","29","Fairfax County","1330","Hollin Meadows Elementary","Y","282"," ","282"
"2018-2019","29","Fairfax County","1521","Holmes Middle","N","330"," ","330"
"2018-2019","29","Fairfax County","1521","Holmes Middle","Y","632"," ","632"
"2018-2019","29","Fairfax County","350","Hughes Middle","N","703","<","704"
"2018-2019","29","Fairfax County","350","Hughes Middle","Y","347"," ","347"
"2018-2019","29","Fairfax County","1880","Hunt Valley Elementary","N","633"," ","633"
"2018-2019","29","Fairfax County","1880","Hunt Valley Elementary","Y","97"," ","97"
"2018-2019","29","Fairfax County","1950","Hunters Woods Elementary School for the Arts and Sciences","N","669"," ","669"
"2018-2019","29","Fairfax County","1950","Hunters Woods Elementary School for the Arts and Sciences","Y","174"," ","174"
"2018-2019","29","Fairfax County","1980","Hutchison Elementary","N","229"," ","229"
"2018-2019","29","Fairfax County","1980","Hutchison Elementary","Y","838"," ","838"
"2018-2019","29","Fairfax County","1420","Hybla Valley Elementary","N","208"," ","208"
"2018-2019","29","Fairfax County","1420","Hybla Valley Elementary","Y","770"," ","770"
"2018-2019","29","Fairfax County","1120","Irving Middle","N","890","<","892"
"2018-2019","29","Fairfax County","1120","Irving Middle","Y","210"," ","210"
"2018-2019","29","Fairfax County","2235","Island Creek Elementary","N","714"," ","714"
"2018-2019","29","Fairfax County","2235","Island Creek Elementary","Y","107"," ","107"
"2018-2019","29","Fairfax County","673","Jackson Middle","N","539"," ","539"
"2018-2019","29","Fairfax County","673","Jackson Middle","Y","578"," ","578"
"2018-2019","29","Fairfax County","1070","Justice High","N","1,083"," ","1,083"
"2018-2019","29","Fairfax County","1070","Justice High","Y","1,158"," ","1,158"
"2018-2019","29","Fairfax County","1240","Keene Mill Elementary","N","580"," ","580"
"2018-2019","29","Fairfax County","1240","Keene Mill Elementary","Y","195"," ","195"
"2018-2019","29","Fairfax County","980","Kent Gardens Elementary","N","819"," ","819"
"2018-2019","29","Fairfax County","980","Kent Gardens Elementary","Y","177"," ","177"
"2018-2019","29","Fairfax County","1901","Key Center","N","41"," ","41"
"2018-2019","29","Fairfax County","1901","Key Center","Y","36"," ","36"
"2018-2019","29","Fairfax County","1900","Key Middle","N","281"," ","281"
"2018-2019","29","Fairfax County","1900","Key Middle","Y","518"," ","518"
"2018-2019","29","Fairfax County","1761","Kilmer Center","N","42"," ","42"
"2018-2019","29","Fairfax County","1761","Kilmer Center","Y","27"," ","27"
"2018-2019","29","Fairfax County","1760","Kilmer Middle","N","815"," ","815"
"2018-2019","29","Fairfax County","1760","Kilmer Middle","Y","321"," ","321"
"2018-2019","29","Fairfax County","1890","Kings Glen Elementary","N","314"," ","314"
"2018-2019","29","Fairfax County","1890","Kings Glen Elementary","Y","187"," ","187"
"2018-2019","29","Fairfax County","1440","Kings Park Elementary","N","488"," ","488"
"2018-2019","29","Fairfax County","1440","Kings Park Elementary","Y","182"," ","182"
"2018-2019","29","Fairfax County","1570","Lake Anne Elementary","N","402"," ","402"
"2018-2019","29","Fairfax County","1570","Lake Anne Elementary","Y","207"," ","207"
"2018-2019","29","Fairfax County","90","Lake Braddock Secondary","N","3,652","<","3,653"
