"School Year","Division Number","Division Name","School Number","School Name","English Learners include Former ELs","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2016-2017","29","Fairfax County","1330","Hollin Meadows Elementary","N","360"," ","360"
"2016-2017","29","Fairfax County","1330","Hollin Meadows Elementary","Y","270"," ","270"
"2016-2017","29","Fairfax County","1521","Holmes Middle","N","450"," ","450"
"2016-2017","29","Fairfax County","1521","Holmes Middle","Y","548"," ","548"
"2016-2017","29","Fairfax County","350","Hughes Middle","N","756"," ","756"
"2016-2017","29","Fairfax County","350","Hughes Middle","Y","266"," ","266"
"2016-2017","29","Fairfax County","1880","Hunt Valley Elementary","N","603"," ","603"
"2016-2017","29","Fairfax County","1880","Hunt Valley Elementary","Y","104"," ","104"
"2016-2017","29","Fairfax County","1950","Hunters Woods Elementary School for the Arts and Sciences","N","737"," ","737"
"2016-2017","29","Fairfax County","1950","Hunters Woods Elementary School for the Arts and Sciences","Y","169"," ","169"
"2016-2017","29","Fairfax County","1980","Hutchison Elementary","N","240"," ","240"
"2016-2017","29","Fairfax County","1980","Hutchison Elementary","Y","809"," ","809"
"2016-2017","29","Fairfax County","1420","Hybla Valley Elementary","N","190"," ","190"
"2016-2017","29","Fairfax County","1420","Hybla Valley Elementary","Y","773"," ","773"
"2016-2017","29","Fairfax County","1120","Irving Middle","N","874"," ","874"
"2016-2017","29","Fairfax County","1120","Irving Middle","Y","184"," ","184"
"2016-2017","29","Fairfax County","2235","Island Creek Elementary","N","681"," ","681"
"2016-2017","29","Fairfax County","2235","Island Creek Elementary","Y","120"," ","120"
"2016-2017","29","Fairfax County","673","Jackson Middle","N","870"," ","870"
"2016-2017","29","Fairfax County","673","Jackson Middle","Y","574"," ","574"
"2016-2017","29","Fairfax County","1240","Keene Mill Elementary","N","557"," ","557"
"2016-2017","29","Fairfax County","1240","Keene Mill Elementary","Y","214"," ","214"
"2016-2017","29","Fairfax County","980","Kent Gardens Elementary","N","798"," ","798"
"2016-2017","29","Fairfax County","980","Kent Gardens Elementary","Y","167"," ","167"
"2016-2017","29","Fairfax County","1901","Key Center","N","57"," ","57"
"2016-2017","29","Fairfax County","1901","Key Center","Y","38"," ","38"
"2016-2017","29","Fairfax County","1900","Key Middle","N","379"," ","379"
"2016-2017","29","Fairfax County","1900","Key Middle","Y","430"," ","430"
"2016-2017","29","Fairfax County","1761","Kilmer Center","N","49"," ","49"
"2016-2017","29","Fairfax County","1761","Kilmer Center","Y","28"," ","28"
"2016-2017","29","Fairfax County","1760","Kilmer Middle","N","985"," ","985"
"2016-2017","29","Fairfax County","1760","Kilmer Middle","Y","254"," ","254"
"2016-2017","29","Fairfax County","1890","Kings Glen Elementary","N","291"," ","291"
"2016-2017","29","Fairfax County","1890","Kings Glen Elementary","Y","169"," ","169"
"2016-2017","29","Fairfax County","1440","Kings Park Elementary","N","460"," ","460"
"2016-2017","29","Fairfax County","1440","Kings Park Elementary","Y","231"," ","231"
"2016-2017","29","Fairfax County","1570","Lake Anne Elementary","N","427"," ","427"
"2016-2017","29","Fairfax County","1570","Lake Anne Elementary","Y","226"," ","226"
"2016-2017","29","Fairfax County","90","Lake Braddock Secondary","N","3,726","<","3,728"
"2016-2017","29","Fairfax County","90","Lake Braddock Secondary","Y","553"," ","553"
"2016-2017","29","Fairfax County","2209","Lane Elementary","N","589"," ","589"
"2016-2017","29","Fairfax County","2209","Lane Elementary","Y","240"," ","240"
"2016-2017","29","Fairfax County","1460","Langley High","N","1,902","<","1,905"
"2016-2017","29","Fairfax County","1460","Langley High","Y","87"," ","87"
"2016-2017","29","Fairfax County","1110","Lanier Middle","N","640"," ","640"
"2016-2017","29","Fairfax County","1110","Lanier Middle","Y","297"," ","297"
"2016-2017","29","Fairfax County","2348","Laurel Hill Elementary","N","669"," ","669"
"2016-2017","29","Fairfax County","2348","Laurel Hill Elementary","Y","260"," ","260"
"2016-2017","29","Fairfax County","1970","Laurel Ridge Elementary","N","753"," ","753"
"2016-2017","29","Fairfax County","1970","Laurel Ridge Elementary","Y","111"," ","111"
"2016-2017","29","Fairfax County","1020","Lee High","N","1,047","<","1,048"
"2016-2017","29","Fairfax County","1020","Lee High","Y","769"," ","769"
"2016-2017","29","Fairfax County","1850","Lees Corner Elementary","N","541"," ","541"
"2016-2017","29","Fairfax County","1850","Lees Corner Elementary","Y","229"," ","229"
"2016-2017","29","Fairfax County","770","Lemon Road Elementary","N","391"," ","391"
"2016-2017","29","Fairfax County","770","Lemon Road Elementary","Y","202"," ","202"
"2016-2017","29","Fairfax County","2233","Liberty Middle","N","779"," ","779"
"2016-2017","29","Fairfax County","2233","Liberty Middle","Y","273"," ","273"
"2016-2017","29","Fairfax County","1400","Little Run Elementary","N","248"," ","248"
"2016-2017","29","Fairfax County","1400","Little Run Elementary","Y","99"," ","99"
"2016-2017","29","Fairfax County","1830","London Towne Elementary","N","440"," ","440"
"2016-2017","29","Fairfax County","1830","London Towne Elementary","Y","443"," ","443"
"2016-2017","29","Fairfax County","1150","Longfellow Middle","N","1,154"," ","1,154"
"2016-2017","29","Fairfax County","1150","Longfellow Middle","Y","193"," ","193"
"2016-2017","29","Fairfax County","2236","Lorton Station Elementary","N","620"," ","620"
"2016-2017","29","Fairfax County","2236","Lorton Station Elementary","Y","356"," ","356"
"2016-2017","29","Fairfax County","890","Lynbrook Elementary","N","112"," ","112"
"2016-2017","29","Fairfax County","890","Lynbrook Elementary","Y","562"," ","562"
"2016-2017","29","Fairfax County","1060","Madison High","N","1,974","<","1,975"
"2016-2017","29","Fairfax County","1060","Madison High","Y","229"," ","229"
"2016-2017","29","Fairfax County","1210","Mantua Elementary","N","815"," ","815"
"2016-2017","29","Fairfax County","1210","Mantua Elementary","Y","174"," ","174"
"2016-2017","29","Fairfax County","1290","Marshall High","N","1,787","<","1,788"
"2016-2017","29","Fairfax County","1290","Marshall High","Y","386"," ","386"
"2016-2017","29","Fairfax County","1200","Marshall Road Elementary","N","486"," ","486"
"2016-2017","29","Fairfax County","1200","Marshall Road Elementary","Y","294"," ","294"
"2016-2017","29","Fairfax County","2410","Mason Crest Elementary","N","310"," ","310"
"2016-2017","29","Fairfax County","2410","Mason Crest Elementary","Y","314"," ","314"
"2016-2017","29","Fairfax County","790","McLean High","N","1,831"," ","1,831"
"2016-2017","29","Fairfax County","790","McLean High","Y","238"," ","238"
"2016-2017","29","Fairfax County","2231","McNair Elementary","N","870"," ","870"
"2016-2017","29","Fairfax County","2231","McNair Elementary","Y","473"," ","473"
"2016-2017","29","Fairfax County","1390","Mosby Woods Elementary","N","700"," ","700"
"2016-2017","29","Fairfax County","1390","Mosby Woods Elementary","Y","335"," ","335"
"2016-2017","29","Fairfax County","510","Mount Eagle Elementary","N","164"," ","164"
"2016-2017","29","Fairfax County","510","Mount Eagle Elementary","Y","270"," ","270"
"2016-2017","29","Fairfax County","420","Mount Vernon High","N","1,382"," ","1,382"
"2016-2017","29","Fairfax County","420","Mount Vernon High","Y","668"," ","668"
"2016-2017","29","Fairfax County","1640","Mount Vernon Woods Elementary","N","253"," ","253"
"2016-2017","29","Fairfax County","1640","Mount Vernon Woods Elementary","Y","441"," ","441"
"2016-2017","29","Fairfax County","2211","Mountain View Alternative High","N","66"," ","66"
"2016-2017","29","Fairfax County","2211","Mountain View Alternative High","Y","167"," ","167"
"2016-2017","29","Fairfax County","800","Navy Elementary","N","807"," ","807"
"2016-2017","29","Fairfax County","800","Navy Elementary","Y","171"," ","171"
"2016-2017","29","Fairfax County","470","Newington Forest Elementary","N","374"," ","374"
"2016-2017","29","Fairfax County","470","Newington Forest Elementary","Y","168"," ","168"
"2016-2017","29","Fairfax County","930","North Springfield Elementary","N","269"," ","269"
"2016-2017","29","Fairfax County","930","North Springfield Elementary","Y","228"," ","228"
"2016-2017","29","Fairfax County","430","Oak Hill Elementary","N","734"," ","734"
"2016-2017","29","Fairfax County","430","Oak Hill Elementary","Y","109"," ","109"
"2016-2017","29","Fairfax County","1860","Oak View Elementary","N","707"," ","707"
"2016-2017","29","Fairfax County","1860","Oak View Elementary","Y","112"," ","112"
"2016-2017","29","Fairfax County","140","Oakton Elementary","N","683"," ","683"
"2016-2017","29","Fairfax County","140","Oakton Elementary","Y","128"," ","128"
"2016-2017","29","Fairfax County","1710","Oakton High","N","2,200","<","2,201"
"2016-2017","29","Fairfax County","1710","Oakton High","Y","312"," ","312"
"2016-2017","29","Fairfax County","1650","Olde Creek Elementary","N","315"," ","315"
"2016-2017","29","Fairfax County","1650","Olde Creek Elementary","Y","108"," ","108"
"2016-2017","29","Fairfax County","150","Orange Hunt Elementary","N","745"," ","745"
"2016-2017","29","Fairfax County","150","Orange Hunt Elementary","Y","122"," ","122"
"2016-2017","29","Fairfax County","1030","Parklawn Elementary","N","269"," ","269"
"2016-2017","29","Fairfax County","1030","Parklawn Elementary","Y","449"," ","449"
"2016-2017","29","Fairfax County","2440","Pimmit E.C. Resouce Ctr.","N","40"," ","40"
"2016-2017","29","Fairfax County","820","Pine Spring Elementary","N","222"," ","222"
"2016-2017","29","Fairfax County","820","Pine Spring Elementary","Y","364"," ","364"
"2016-2017","29","Fairfax County","1130","Poe Middle","N","264"," ","264"
"2016-2017","29","Fairfax County","1130","Poe Middle","Y","636"," ","636"
"2016-2017","29","Fairfax County","2080","Poplar Tree Elementary","N","617"," ","617"
"2016-2017","29","Fairfax County","2080","Poplar Tree Elementary","Y","100"," ","100"
"2016-2017","29","Fairfax County","2237","Powell Elementary","N","604"," ","604"
"2016-2017","29","Fairfax County","2237","Powell Elementary","Y","358"," ","358"
"2016-2017","29","Fairfax County","2230","Providence Elementary","N","458"," ","458"
"2016-2017","29","Fairfax County","2230","Providence Elementary","Y","443"," ","443"
"2016-2017","29","Fairfax County","1310","Ravensworth Elementary","N","406"," ","406"
"2016-2017","29","Fairfax County","1310","Ravensworth Elementary","Y","153"," ","153"
"2016-2017","29","Fairfax County","1820","Riverside Elementary","N","401"," ","401"
"2016-2017","29","Fairfax County","1820","Riverside Elementary","Y","422"," ","422"
"2016-2017","29","Fairfax County","1960","Robinson Secondary","N","3,572"," ","3,572"
"2016-2017","29","Fairfax County","1960","Robinson Secondary","Y","366"," ","366"
"2016-2017","29","Fairfax County","2251","Rocky Run E.C. Resource Ctr.","N","211"," ","211"
"2016-2017","29","Fairfax County","300","Rocky Run Middle","N","1,103"," ","1,103"
"2016-2017","29","Fairfax County","300","Rocky Run Middle","Y","155"," ","155"
"2016-2017","29","Fairfax County","1770","Rolling Valley Elementary","N","411"," ","411"
"2016-2017","29","Fairfax County","1770","Rolling Valley Elementary","Y","164"," ","164"
"2016-2017","29","Fairfax County","950","Rose Hill Elementary","N","398"," ","398"
"2016-2017","29","Fairfax County","950","Rose Hill Elementary","Y","341"," ","341"
"2016-2017","29","Fairfax County","1300","Sandburg Middle","N","968"," ","968"
"2016-2017","29","Fairfax County","1300","Sandburg Middle","Y","456"," ","456"
"2016-2017","29","Fairfax County","2030","Sangster Elementary","N","907"," ","907"
"2016-2017","29","Fairfax County","2030","Sangster Elementary","Y","61"," ","61"
"2016-2017","29","Fairfax County","2040","Saratoga Elementary","N","452"," ","452"
"2016-2017","29","Fairfax County","2040","Saratoga Elementary","Y","260"," ","260"
"2016-2017","29","Fairfax County","80","Sherman Elementary","N","332"," ","332"
"2016-2017","29","Fairfax County","80","Sherman Elementary","Y","79"," ","79"
"2016-2017","29","Fairfax County","1660","Shrevewood Elementary","N","438"," ","438"
"2016-2017","29","Fairfax County","1660","Shrevewood Elementary","Y","302"," ","302"
"2016-2017","29","Fairfax County","1680","Silverbrook Elementary","N","713"," ","713"
"2016-2017","29","Fairfax County","1680","Silverbrook Elementary","Y","100"," ","100"
"2016-2017","29","Fairfax County","710","Sleepy Hollow Elementary","N","180"," ","180"
"2016-2017","29","Fairfax County","710","Sleepy Hollow Elementary","Y","280"," ","280"
"2016-2017","29","Fairfax County","2241","South County High","N","2,042","<","2,043"
"2016-2017","29","Fairfax County","2241","South County High","Y","213"," ","213"
"2016-2017","29","Fairfax County","2420","South County Middle","N","876"," ","876"
"2016-2017","29","Fairfax County","2420","South County Middle","Y","186"," ","186"
"2016-2017","29","Fairfax County","1990","South Lakes High","N","2,037","<","2,038"
"2016-2017","29","Fairfax County","1990","South Lakes High","Y","486"," ","486"
"2016-2017","29","Fairfax County","1620","Spring Hill Elementary","N","766"," ","766"
"2016-2017","29","Fairfax County","1620","Spring Hill Elementary","Y","229"," ","229"
"2016-2017","29","Fairfax County","960","Springfield Estates Elementary","N","525"," ","525"
"2016-2017","29","Fairfax County","960","Springfield Estates Elementary","Y","287"," ","287"
"2016-2017","29","Fairfax County","1380","Stenwood Elementary","N","455"," ","455"
"2016-2017","29","Fairfax County","1380","Stenwood Elementary","Y","101"," ","101"
"2016-2017","29","Fairfax County","2070","Stone Middle","N","552"," ","552"
"2016-2017","29","Fairfax County","2070","Stone Middle","Y","231"," ","231"
"2016-2017","29","Fairfax County","1350","Stratford Landing Elementary","N","723"," ","723"
"2016-2017","29","Fairfax County","1350","Stratford Landing Elementary","Y","100"," ","100"
"2016-2017","29","Fairfax County","1070","Stuart High","N","1,035","<","1,036"
"2016-2017","29","Fairfax County","1070","Stuart High","Y","1,099"," ","1,099"
"2016-2017","29","Fairfax County","280","Sunrise Valley Elementary","N","501"," ","501"
"2016-2017","29","Fairfax County","280","Sunrise Valley Elementary","Y","84"," ","84"
"2016-2017","29","Fairfax County","170","Terra Centre Elementary","N","507"," ","507"
"2016-2017","29","Fairfax County","170","Terra Centre Elementary","Y","92"," ","92"
"2016-2017","29","Fairfax County","250","Terraset Elementary","N","416"," ","416"
"2016-2017","29","Fairfax County","250","Terraset Elementary","Y","150"," ","150"
"2016-2017","29","Fairfax County","1371","Thomas Jefferson High for Science and Technology","N","1,770"," ","1,770"
"2016-2017","29","Fairfax County","1371","Thomas Jefferson High for Science and Technology","Y","19"," ","19"
"2016-2017","29","Fairfax County","1140","Thoreau Middle","N","788"," ","788"
"2016-2017","29","Fairfax County","1140","Thoreau Middle","Y","116"," ","116"
"2016-2017","29","Fairfax County","830","Timber Lane Elementary","N","254"," ","254"
"2016-2017","29","Fairfax County","830","Timber Lane Elementary","Y","313"," ","313"
"2016-2017","29","Fairfax County","1160","Twain Middle","N","697"," ","697"
"2016-2017","29","Fairfax County","1160","Twain Middle","Y","288"," ","288"
"2016-2017","29","Fairfax County","1540","Union Mill Elementary","N","806"," ","806"
"2016-2017","29","Fairfax County","1540","Union Mill Elementary","Y","160"," ","160"
"2016-2017","29","Fairfax County","120","Vienna Elementary","N","411"," ","411"
"2016-2017","29","Fairfax County","120","Vienna Elementary","Y","64"," ","64"
"2016-2017","29","Fairfax County","2252","Virginia Hills E.C. Resource Ctr.","N","237"," ","237"
"2016-2017","29","Fairfax County","2050","Virginia Run Elementary","N","444"," ","444"
"2016-2017","29","Fairfax County","2050","Virginia Run Elementary","Y","236"," ","236"
"2016-2017","29","Fairfax County","850","Wakefield Forest Elementary","N","485"," ","485"
"2016-2017","29","Fairfax County","850","Wakefield Forest Elementary","Y","109"," ","109"
"2016-2017","29","Fairfax County","2100","Waples Mill Elementary","N","768"," ","768"
"2016-2017","29","Fairfax County","2100","Waples Mill Elementary","Y","135"," ","135"
"2016-2017","29","Fairfax County","1320","Washington Mill Elementary","N","321"," ","321"
"2016-2017","29","Fairfax County","1320","Washington Mill Elementary","Y","274"," ","274"
"2016-2017","29","Fairfax County","1080","Waynewood Elementary","N","749"," ","749"
"2016-2017","29","Fairfax County","1080","Waynewood Elementary","Y","41"," ","41"
"2016-2017","29","Fairfax County","900","West Potomac High","N","1,976"," ","1,976"
"2016-2017","29","Fairfax County","900","West Potomac High","Y","670"," ","670"
"2016-2017","29","Fairfax County","1430","West Springfield Elementary","N","485"," ","485"
"2016-2017","29","Fairfax County","1430","West Springfield Elementary","Y","43"," ","43"
"2016-2017","29","Fairfax County","1610","West Springfield High","N","2,059","<","2,063"
"2016-2017","29","Fairfax County","1610","West Springfield High","Y","178"," ","178"
"2016-2017","29","Fairfax County","1580","Westbriar Elementary","N","658"," ","658"
"2016-2017","29","Fairfax County","1580","Westbriar Elementary","Y","173"," ","173"
"2016-2017","29","Fairfax County","2228","Westfield High","N","2,134","<","2,137"
"2016-2017","29","Fairfax County","2228","Westfield High","Y","481"," ","481"
"2016-2017","29","Fairfax County","1670","Westgate Elementary","N","318"," ","318"
"2016-2017","29","Fairfax County","1670","Westgate Elementary","Y","234"," ","234"
"2016-2017","29","Fairfax County","580","Westlawn Elementary","N","234"," ","234"
"2016-2017","29","Fairfax County","580","Westlawn Elementary","Y","602"," ","602"
"2016-2017","29","Fairfax County","520","Weyanoke Elementary","N","149"," ","149"
"2016-2017","29","Fairfax County","520","Weyanoke Elementary","Y","417"," ","417"
"2016-2017","29","Fairfax County","400","White Oaks Elementary","N","621"," ","621"
"2016-2017","29","Fairfax County","400","White Oaks Elementary","Y","246"," ","246"
"2016-2017","29","Fairfax County","1550","Whitman Middle","N","622"," ","622"
"2016-2017","29","Fairfax County","1550","Whitman Middle","Y","353"," ","353"
"2016-2017","29","Fairfax County","2060","Willow Springs Elementary","N","770"," ","770"
"2016-2017","29","Fairfax County","2060","Willow Springs Elementary","Y","197"," ","197"
"2016-2017","29","Fairfax County","1810","Wolftrap Elementary","N","517"," ","517"
"2016-2017","29","Fairfax County","1810","Wolftrap Elementary","Y","61"," ","61"
"2016-2017","29","Fairfax County","650","Woodburn Elementary","N","149"," ","149"
"2016-2017","29","Fairfax County","650","Woodburn Elementary","Y","338"," ","338"
"2016-2017","29","Fairfax County","380","Woodlawn Elementary","N","254"," ","254"
"2016-2017","29","Fairfax County","380","Woodlawn Elementary","Y","329"," ","329"
"2016-2017","29","Fairfax County","590","Woodley Hills Elementary","N","257"," ","257"
"2016-2017","29","Fairfax County","590","Woodley Hills Elementary","Y","377"," ","377"
"2016-2017","29","Fairfax County","1260","Woodson High","N","2,193","<","2,194"
"2016-2017","29","Fairfax County","1260","Woodson High","Y","242"," ","242"
"2016-2017","29","Fairfax County"," "," ","N","1,106"," ","1,106"
"2016-2017","29","Fairfax County"," "," ","Y","540"," ","540"
"2016-2017","109","Falls Church City","251","George Mason High","N","758","<","759"
"2016-2017","109","Falls Church City","251","George Mason High","Y","50"," ","50"
"2016-2017","109","Falls Church City","270","Jessie Thackrey  Preschool","N","71"," ","71"
"2016-2017","109","Falls Church City","252","Mary Ellen Henderson Middle","N","534"," ","534"
"2016-2017","109","Falls Church City","252","Mary Ellen Henderson Middle","Y","53"," ","53"
"2016-2017","109","Falls Church City","240","Mount Daniel","N","352","<","353"
"2016-2017","109","Falls Church City","240","Mount Daniel","Y","30"," ","30"
"2016-2017","109","Falls Church City","260","Thomas Jefferson Elementary","N","727"," ","727"
"2016-2017","109","Falls Church City","260","Thomas Jefferson Elementary","Y","95"," ","95"
"2016-2017","30","Fauquier County","854","Auburn Middle","N","533"," ","533"
"2016-2017","30","Fauquier County","854","Auburn Middle","Y","<"," ","<"
"2016-2017","30","Fauquier County","460","C. Hunter Ritchie Elementary","N","411","<","414"
"2016-2017","30","Fauquier County","460","C. Hunter Ritchie Elementary","Y","21"," ","21"
"2016-2017","30","Fauquier County","730","C.M. Bradley Elementary","N","398"," ","398"
"2016-2017","30","Fauquier County","730","C.M. Bradley Elementary","Y","38"," ","38"
"2016-2017","30","Fauquier County","520","Cedar Lee Middle","N","548"," ","548"
"2016-2017","30","Fauquier County","520","Cedar Lee Middle","Y","91"," ","91"
"2016-2017","30","Fauquier County","120","Claude Thompson Elementary","N","189"," ","189"
"2016-2017","30","Fauquier County","120","Claude Thompson Elementary","Y","101"," ","101"
"2016-2017","30","Fauquier County","701","Fauquier High","N","1,288"," ","1,288"
"2016-2017","30","Fauquier County","701","Fauquier High","Y","61"," ","61"
"2016-2017","30","Fauquier County","450","Grace Miller Elementary","N","407","<","408"
"2016-2017","30","Fauquier County","450","Grace Miller Elementary","Y","63"," ","63"
"2016-2017","30","Fauquier County","511","Greenville Elementary","N","481"," ","481"
"2016-2017","30","Fauquier County","511","Greenville Elementary","Y","19"," ","19"
"2016-2017","30","Fauquier County","750","H.M. Pearson Elementary","N","360"," ","360"
"2016-2017","30","Fauquier County","750","H.M. Pearson Elementary","Y","35"," ","35"
"2016-2017","30","Fauquier County","853","James G. Brumfield Elementary","N","489"," ","489"
"2016-2017","30","Fauquier County","853","James G. Brumfield Elementary","Y","53"," ","53"
"2016-2017","30","Fauquier County","510","Kettle Run High","N","1,212"," ","1,212"
"2016-2017","30","Fauquier County","510","Kettle Run High","Y","16"," ","16"
"2016-2017","30","Fauquier County","851","Liberty High","N","1,167"," ","1,167"
"2016-2017","30","Fauquier County","851","Liberty High","Y","79"," ","79"
"2016-2017","30","Fauquier County","530","Margaret M. Pierce Elementary","N","460"," ","460"
"2016-2017","30","Fauquier County","530","Margaret M. Pierce Elementary","Y","58"," ","58"
"2016-2017","30","Fauquier County","10","Marshall Middle","N","406"," ","406"
"2016-2017","30","Fauquier County","10","Marshall Middle","Y","50"," ","50"
"2016-2017","30","Fauquier County","20","Mary Walter Elementary","N","329","<","330"
"2016-2017","30","Fauquier County","20","Mary Walter Elementary","Y","91"," ","91"
"2016-2017","30","Fauquier County","720","P.B. Smith Elementary","N","333","<","336"
"2016-2017","30","Fauquier County","720","P.B. Smith Elementary","Y","11"," ","11"
"2016-2017","30","Fauquier County","670","W.C. Taylor Middle","N","426"," ","426"
"2016-2017","30","Fauquier County","670","W.C. Taylor Middle","Y","30"," ","30"
"2016-2017","30","Fauquier County","740","W.G. Coleman Elementary","N","333"," ","333"
"2016-2017","30","Fauquier County","740","W.G. Coleman Elementary","Y","49"," ","49"
"2016-2017","30","Fauquier County","660","Warrenton Middle","N","396"," ","396"
"2016-2017","30","Fauquier County","660","Warrenton Middle","Y","24"," ","24"
"2016-2017","31","Floyd County","90","Check Elementary","N","306"," ","306"
"2016-2017","31","Floyd County","660","Floyd County High","N","787"," ","787"
"2016-2017","31","Floyd County","660","Floyd County High","Y","23"," ","23"
"2016-2017","31","Floyd County","360","Floyd Elementary","N","528"," ","528"
"2016-2017","31","Floyd County","360","Floyd Elementary","Y","27"," ","27"
"2016-2017","31","Floyd County","650","Indian Valley Elementary","N","142"," ","142"
"2016-2017","31","Floyd County","650","Indian Valley Elementary","Y","<"," ","<"
"2016-2017","31","Floyd County","500","Willis Elementary","N","203"," ","203"
"2016-2017","31","Floyd County","500","Willis Elementary","Y","19"," ","19"
"2016-2017","32","Fluvanna County","300","Carysbrook Elementary","N","522"," ","522"
"2016-2017","32","Fluvanna County","300","Carysbrook Elementary","Y","14"," ","14"
"2016-2017","32","Fluvanna County","310","Central Elementary","N","449"," ","449"
"2016-2017","32","Fluvanna County","310","Central Elementary","Y","<"," ","<"
"2016-2017","32","Fluvanna County","260","Fluvanna County High","N","1,377","<","1,378"
"2016-2017","32","Fluvanna County","260","Fluvanna County High","Y","28"," ","28"
"2016-2017","32","Fluvanna County","320","Fluvanna Middle","N","874"," ","874"
"2016-2017","32","Fluvanna County","320","Fluvanna Middle","Y","29"," ","29"
"2016-2017","32","Fluvanna County","330","West Central Primary","N","289"," ","289"
"2016-2017","135","Franklin City","20","Franklin High","N","292"," ","292"
"2016-2017","135","Franklin City","20","Franklin High","Y","<"," ","<"
"2016-2017","135","Franklin City","561","Joseph P. King Jr. Middle","N","242"," ","242"
"2016-2017","135","Franklin City","561","Joseph P. King Jr. Middle","Y","<"," ","<"
"2016-2017","135","Franklin City","10","S.P. Morton Elementary","N","584"," ","584"
"2016-2017","135","Franklin City","10","S.P. Morton Elementary","Y","<"," ","<"
"2016-2017","33","Franklin County","32","Benjamin Franklin Middle-East","N","521"," ","521"
"2016-2017","33","Franklin County","32","Benjamin Franklin Middle-East","Y","16"," ","16"
"2016-2017","33","Franklin County","31","Benjamin Franklin Middle-West","N","774"," ","774"
"2016-2017","33","Franklin County","31","Benjamin Franklin Middle-West","Y","27"," ","27"
"2016-2017","33","Franklin County","1370","Boones Mill Elementary","N","334"," ","334"
"2016-2017","33","Franklin County","1370","Boones Mill Elementary","Y","<"," ","<"
"2016-2017","33","Franklin County","1320","Burnt Chimney Elementary","N","301"," ","301"
"2016-2017","33","Franklin County","1320","Burnt Chimney Elementary","Y","<"," ","<"
"2016-2017","33","Franklin County","350","Callaway Elementary","N","245"," ","245"
"2016-2017","33","Franklin County","350","Callaway Elementary","Y","10"," ","10"
"2016-2017","33","Franklin County","20","Dudley Elementary","N","268"," ","268"
"2016-2017","33","Franklin County","20","Dudley Elementary","Y","<"," ","<"
"2016-2017","33","Franklin County","1360","Ferrum Elementary","N","249"," ","249"
"2016-2017","33","Franklin County","1360","Ferrum Elementary","Y","<"," ","<"
"2016-2017","33","Franklin County","1311","Franklin County High","N","2,135"," ","2,135"
"2016-2017","33","Franklin County","1311","Franklin County High","Y","28"," ","28"
"2016-2017","33","Franklin County","1481","Gereau Center for Applied Technology & Career Exploration","N","265"," ","265"
"2016-2017","33","Franklin County","1481","Gereau Center for Applied Technology & Career Exploration","Y","<"," ","<"
"2016-2017","33","Franklin County","690","Glade Hill Elementary","N","272"," ","272"
"2016-2017","33","Franklin County","690","Glade Hill Elementary","Y","<"," ","<"
"2016-2017","33","Franklin County","10","Henry Elementary","N","203"," ","203"
"2016-2017","33","Franklin County","10","Henry Elementary","Y","<"," ","<"
"2016-2017","33","Franklin County","660","Lee M. Waid Elementary","N","355"," ","355"
"2016-2017","33","Franklin County","660","Lee M. Waid Elementary","Y","33"," ","33"
"2016-2017","33","Franklin County","1380","Rocky Mount Elementary","N","380"," ","380"
"2016-2017","33","Franklin County","1380","Rocky Mount Elementary","Y","30"," ","30"
"2016-2017","33","Franklin County","1170","Snow Creek Elementary","N","205"," ","205"
"2016-2017","33","Franklin County","1170","Snow Creek Elementary","Y","<"," ","<"
"2016-2017","33","Franklin County","960","Sontag Elementary","N","313"," ","313"
"2016-2017","33","Franklin County","960","Sontag Elementary","Y","17"," ","17"
"2016-2017","33","Franklin County","980","Windy Gap Elementary","N","324"," ","324"
"2016-2017","33","Franklin County","980","Windy Gap Elementary","Y","<"," ","<"
"2016-2017","34","Frederick County","586","Admiral Richard E. Byrd Middle","N","847"," ","847"
"2016-2017","34","Frederick County","586","Admiral Richard E. Byrd Middle","Y","89"," ","89"
"2016-2017","34","Frederick County","10","Apple Pie Ridge Elementary","N","422"," ","422"
"2016-2017","34","Frederick County","10","Apple Pie Ridge Elementary","Y","49"," ","49"
"2016-2017","34","Frederick County","320","Armel Elementary","N","520"," ","520"
"2016-2017","34","Frederick County","320","Armel Elementary","Y","90"," ","90"
"2016-2017","34","Frederick County","20","Bass-Hoover Elementary","N","563"," ","563"
"2016-2017","34","Frederick County","20","Bass-Hoover Elementary","Y","36"," ","36"
"2016-2017","34","Frederick County","587","Evendale Elementary","N","480"," ","480"
"2016-2017","34","Frederick County","587","Evendale Elementary","Y","83"," ","83"
"2016-2017","34","Frederick County","460","Frederick County Middle","N","637"," ","637"
"2016-2017","34","Frederick County","460","Frederick County Middle","Y","16"," ","16"
"2016-2017","34","Frederick County","380","Gainesboro Elementary","N","495"," ","495"
"2016-2017","34","Frederick County","380","Gainesboro Elementary","Y","<"," ","<"
"2016-2017","34","Frederick County","590","Greenwood Mill Elementary","N","617"," ","617"
"2016-2017","34","Frederick County","590","Greenwood Mill Elementary","Y","38"," ","38"
"2016-2017","34","Frederick County","40","Indian Hollow Elementary","N","406"," ","406"
"2016-2017","34","Frederick County","40","Indian Hollow Elementary","Y","<"," ","<"
"2016-2017","34","Frederick County","30","James Wood High","N","1,274"," ","1,274"
"2016-2017","34","Frederick County","30","James Wood High","Y","23"," ","23"
