"School Year","Division Number","Division Name","School Number","School Name","Disabled","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2014-2015","29","Fairfax County","620","Cameron Elementary","N","458"," ","458"
"2014-2015","29","Fairfax County","620","Cameron Elementary","Y","64"," ","64"
"2014-2015","29","Fairfax County","1590","Canterbury Woods Elementary","N","641"," ","641"
"2014-2015","29","Fairfax County","1590","Canterbury Woods Elementary","Y","111"," ","111"
"2014-2015","29","Fairfax County","1690","Cardinal Forest Elementary","N","527"," ","527"
"2014-2015","29","Fairfax County","1690","Cardinal Forest Elementary","Y","105"," ","105"
"2014-2015","29","Fairfax County","2222","Carson Middle","N","1,291"," ","1,291"
"2014-2015","29","Fairfax County","2222","Carson Middle","Y","141"," ","141"
"2014-2015","29","Fairfax County","2090","Centre Ridge Elementary","N","709"," ","709"
"2014-2015","29","Fairfax County","2090","Centre Ridge Elementary","Y","118"," ","118"
"2014-2015","29","Fairfax County","2205","Centreville Elementary","N","831"," ","831"
"2014-2015","29","Fairfax County","2205","Centreville Elementary","Y","99"," ","99"
"2014-2015","29","Fairfax County","200","Centreville High","N","2,149","<","2,151"
"2014-2015","29","Fairfax County","200","Centreville High","Y","311","<","312"
"2014-2015","29","Fairfax County","131","Chantilly High","N","2,279"," ","2,279"
"2014-2015","29","Fairfax County","131","Chantilly High","Y","443"," ","443"
"2014-2015","29","Fairfax County","480","Cherry Run Elementary","N","406"," ","406"
"2014-2015","29","Fairfax County","480","Cherry Run Elementary","Y","117"," ","117"
"2014-2015","29","Fairfax County","100","Chesterbrook Elementary","N","619"," ","619"
"2014-2015","29","Fairfax County","100","Chesterbrook Elementary","Y","73"," ","73"
"2014-2015","29","Fairfax County","1050","Churchill Road Elementary","N","795"," ","795"
"2014-2015","29","Fairfax County","1050","Churchill Road Elementary","Y","62"," ","62"
"2014-2015","29","Fairfax County","260","Clearview Elementary","N","581"," ","581"
"2014-2015","29","Fairfax County","260","Clearview Elementary","Y","114"," ","114"
"2014-2015","29","Fairfax County","1870","Clermont Elementary","N","488"," ","488"
"2014-2015","29","Fairfax County","1870","Clermont Elementary","Y","56"," ","56"
"2014-2015","29","Fairfax County","2347","Coates Elementary","N","723"," ","723"
"2014-2015","29","Fairfax County","2347","Coates Elementary","Y","72"," ","72"
"2014-2015","29","Fairfax County","1510","Columbia Elementary","N","419"," ","419"
"2014-2015","29","Fairfax County","1510","Columbia Elementary","Y","52"," ","52"
"2014-2015","29","Fairfax County","2234","Colvin Run Elementary","N","790"," ","790"
"2014-2015","29","Fairfax County","2234","Colvin Run Elementary","Y","83"," ","83"
"2014-2015","29","Fairfax County","1190","Cooper Middle","N","623"," ","623"
"2014-2015","29","Fairfax County","1190","Cooper Middle","Y","105"," ","105"
"2014-2015","29","Fairfax County","870","Crestwood Elementary","N","624"," ","624"
"2014-2015","29","Fairfax County","870","Crestwood Elementary","Y","54"," ","54"
"2014-2015","29","Fairfax County","2020","Crossfield Elementary","N","588"," ","588"
"2014-2015","29","Fairfax County","2020","Crossfield Elementary","Y","98"," ","98"
"2014-2015","29","Fairfax County","1600","Cub Run Elementary","N","502"," ","502"
"2014-2015","29","Fairfax County","1600","Cub Run Elementary","Y","91"," ","91"
"2014-2015","29","Fairfax County","1700","Cunningham Park Elementary","N","442"," ","442"
"2014-2015","29","Fairfax County","1700","Cunningham Park Elementary","Y","76"," ","76"
"2014-2015","29","Fairfax County","2229","Daniels Run Elementary","N","652"," ","652"
"2014-2015","29","Fairfax County","2229","Daniels Run Elementary","Y","91"," ","91"
"2014-2015","29","Fairfax County","2204","Deer Park Elementary","N","563"," ","563"
"2014-2015","29","Fairfax County","2204","Deer Park Elementary","Y","120"," ","120"
"2014-2015","29","Fairfax County","220","Dogwood Elementary","N","732"," ","732"
"2014-2015","29","Fairfax County","220","Dogwood Elementary","Y","96"," ","96"
"2014-2015","29","Fairfax County","2010","Dranesville Elementary","N","648"," ","648"
"2014-2015","29","Fairfax County","2010","Dranesville Elementary","Y","122"," ","122"
"2014-2015","29","Fairfax County","2238","Dunn Loring E.C. Resource Ctr.","N","<"," ","<"
"2014-2015","29","Fairfax County","2238","Dunn Loring E.C. Resource Ctr.","Y","247"," ","247"
"2014-2015","29","Fairfax County","2243","Eagle View Elementary","N","615"," ","615"
"2014-2015","29","Fairfax County","2243","Eagle View Elementary","Y","94"," ","94"
"2014-2015","29","Fairfax County","1270","Edison High","N","1,666"," ","1,666"
"2014-2015","29","Fairfax County","1270","Edison High","Y","273"," ","273"
"2014-2015","29","Fairfax County","190","Fairfax County Adult High","N","288"," ","288"
"2014-2015","29","Fairfax County","190","Fairfax County Adult High","Y","<"," ","<"
"2014-2015","29","Fairfax County","20","Fairfax High","N","2,314"," ","2,314"
"2014-2015","29","Fairfax County","20","Fairfax High","Y","308"," ","308"
"2014-2015","29","Fairfax County","1480","Fairfax Villa Elementary","N","499"," ","499"
"2014-2015","29","Fairfax County","1480","Fairfax Villa Elementary","Y","135"," ","135"
"2014-2015","29","Fairfax County","1630","Fairhill Elementary","N","538"," ","538"
"2014-2015","29","Fairfax County","1630","Fairhill Elementary","Y","55"," ","55"
"2014-2015","29","Fairfax County","290","Fairview Elementary","N","579"," ","579"
"2014-2015","29","Fairfax County","290","Fairview Elementary","Y","92"," ","92"
"2014-2015","29","Fairfax County","2430","Falls Church E.C. Resource Ctr.","Y","24"," ","24"
"2014-2015","29","Fairfax County","1100","Falls Church High","N","1,507"," ","1,507"
"2014-2015","29","Fairfax County","1100","Falls Church High","Y","331"," ","331"
"2014-2015","29","Fairfax County","730","Flint Hill Elementary","N","628"," ","628"
"2014-2015","29","Fairfax County","730","Flint Hill Elementary","Y","76"," ","76"
"2014-2015","29","Fairfax County","740","Floris Elementary","N","629"," ","629"
"2014-2015","29","Fairfax County","740","Floris Elementary","Y","72"," ","72"
"2014-2015","29","Fairfax County","70","Forest Edge Elementary","N","678"," ","678"
"2014-2015","29","Fairfax County","70","Forest Edge Elementary","Y","112"," ","112"
"2014-2015","29","Fairfax County","1450","Forestdale Elementary","N","458"," ","458"
"2014-2015","29","Fairfax County","1450","Forestdale Elementary","Y","117"," ","117"
"2014-2015","29","Fairfax County","370","Forestville Elementary","N","539"," ","539"
"2014-2015","29","Fairfax County","370","Forestville Elementary","Y","52"," ","52"
"2014-2015","29","Fairfax County","2224","Fort Belvoir Elementary","N","916"," ","916"
"2014-2015","29","Fairfax County","2224","Fort Belvoir Elementary","Y","201"," ","201"
"2014-2015","29","Fairfax County","1920","Fort Hunt Elementary","N","497"," ","497"
"2014-2015","29","Fairfax County","1920","Fort Hunt Elementary","Y","70"," ","70"
"2014-2015","29","Fairfax County","390","Fox Mill Elementary","N","570"," ","570"
"2014-2015","29","Fairfax County","390","Fox Mill Elementary","Y","73"," ","73"
"2014-2015","29","Fairfax County","320","Franconia Elementary","N","473"," ","473"
"2014-2015","29","Fairfax County","320","Franconia Elementary","Y","54"," ","54"
"2014-2015","29","Fairfax County","440","Franklin Middle","N","671"," ","671"
"2014-2015","29","Fairfax County","440","Franklin Middle","Y","161"," ","161"
"2014-2015","29","Fairfax County","490","Freedom Hill Elementary","N","543"," ","543"
"2014-2015","29","Fairfax County","490","Freedom Hill Elementary","Y","97"," ","97"
"2014-2015","29","Fairfax County","1410","Frost Middle","N","946"," ","946"
"2014-2015","29","Fairfax County","1410","Frost Middle","Y","155"," ","155"
"2014-2015","29","Fairfax County","630","Garfield Elementary","N","322"," ","322"
"2014-2015","29","Fairfax County","630","Garfield Elementary","Y","49"," ","49"
"2014-2015","29","Fairfax County","1170","Glasgow Middle","N","1,370"," ","1,370"
"2014-2015","29","Fairfax County","1170","Glasgow Middle","Y","275"," ","275"
"2014-2015","29","Fairfax County","970","Glen Forest Elementary","N","957"," ","957"
"2014-2015","29","Fairfax County","970","Glen Forest Elementary","Y","114"," ","114"
"2014-2015","29","Fairfax County","530","Graham Road Elementary","N","459"," ","459"
"2014-2015","29","Fairfax County","530","Graham Road Elementary","Y","44"," ","44"
"2014-2015","29","Fairfax County","570","Great Falls Elementary","N","487"," ","487"
"2014-2015","29","Fairfax County","570","Great Falls Elementary","Y","65"," ","65"
"2014-2015","29","Fairfax County","1840","Greenbriar East Elementary","N","897"," ","897"
"2014-2015","29","Fairfax County","1840","Greenbriar East Elementary","Y","115"," ","115"
"2014-2015","29","Fairfax County","1500","Greenbriar West Elementary","N","1,057"," ","1,057"
"2014-2015","29","Fairfax County","1500","Greenbriar West Elementary","Y","81"," ","81"
"2014-2015","29","Fairfax County","330","Groveton Elementary","N","691"," ","691"
"2014-2015","29","Fairfax County","330","Groveton Elementary","Y","112"," ","112"
"2014-2015","29","Fairfax County","690","Gunston Elementary","N","457"," ","457"
"2014-2015","29","Fairfax County","690","Gunston Elementary","Y","75"," ","75"
"2014-2015","29","Fairfax County","2210","Halley Elementary","N","554"," ","554"
"2014-2015","29","Fairfax County","2210","Halley Elementary","Y","133"," ","133"
"2014-2015","29","Fairfax County","750","Haycock Elementary","N","806"," ","806"
"2014-2015","29","Fairfax County","750","Haycock Elementary","Y","73"," ","73"
"2014-2015","29","Fairfax County","1740","Hayfield Elementary","N","660"," ","660"
"2014-2015","29","Fairfax County","1740","Hayfield Elementary","Y","56"," ","56"
"2014-2015","29","Fairfax County","1800","Hayfield Secondary","N","2,498"," ","2,498"
"2014-2015","29","Fairfax County","1800","Hayfield Secondary","Y","393"," ","393"
"2014-2015","29","Fairfax County","1250","Herndon Elementary","N","846"," ","846"
"2014-2015","29","Fairfax County","1250","Herndon Elementary","Y","94"," ","94"
"2014-2015","29","Fairfax County","32","Herndon High","N","1,955","<","1,956"
"2014-2015","29","Fairfax County","32","Herndon High","Y","354"," ","354"
"2014-2015","29","Fairfax County","33","Herndon Middle","N","866"," ","866"
"2014-2015","29","Fairfax County","33","Herndon Middle","Y","197"," ","197"
"2014-2015","29","Fairfax County","1330","Hollin Meadows Elementary","N","578"," ","578"
"2014-2015","29","Fairfax County","1330","Hollin Meadows Elementary","Y","76"," ","76"
"2014-2015","29","Fairfax County","1521","Holmes Middle","N","784"," ","784"
"2014-2015","29","Fairfax County","1521","Holmes Middle","Y","188"," ","188"
"2014-2015","29","Fairfax County","350","Hughes Middle","N","829"," ","829"
"2014-2015","29","Fairfax County","350","Hughes Middle","Y","178"," ","178"
"2014-2015","29","Fairfax County","1880","Hunt Valley Elementary","N","551"," ","551"
"2014-2015","29","Fairfax County","1880","Hunt Valley Elementary","Y","116"," ","116"
"2014-2015","29","Fairfax County","1950","Hunters Woods Elementary School for the Arts and Sciences","N","981"," ","981"
"2014-2015","29","Fairfax County","1950","Hunters Woods Elementary School for the Arts and Sciences","Y","68"," ","68"
"2014-2015","29","Fairfax County","1980","Hutchison Elementary","N","890"," ","890"
"2014-2015","29","Fairfax County","1980","Hutchison Elementary","Y","95"," ","95"
"2014-2015","29","Fairfax County","1420","Hybla Valley Elementary","N","876"," ","876"
"2014-2015","29","Fairfax County","1420","Hybla Valley Elementary","Y","74"," ","74"
"2014-2015","29","Fairfax County","1120","Irving Middle","N","797"," ","797"
"2014-2015","29","Fairfax County","1120","Irving Middle","Y","115"," ","115"
"2014-2015","29","Fairfax County","2235","Island Creek Elementary","N","652"," ","652"
"2014-2015","29","Fairfax County","2235","Island Creek Elementary","Y","141"," ","141"
"2014-2015","29","Fairfax County","673","Jackson Middle","N","1,130"," ","1,130"
"2014-2015","29","Fairfax County","673","Jackson Middle","Y","208"," ","208"
"2014-2015","29","Fairfax County","1240","Keene Mill Elementary","N","692"," ","692"
"2014-2015","29","Fairfax County","1240","Keene Mill Elementary","Y","54"," ","54"
"2014-2015","29","Fairfax County","980","Kent Gardens Elementary","N","853"," ","853"
"2014-2015","29","Fairfax County","980","Kent Gardens Elementary","Y","69"," ","69"
"2014-2015","29","Fairfax County","1901","Key Center","Y","105"," ","105"
"2014-2015","29","Fairfax County","1900","Key Middle","N","726"," ","726"
"2014-2015","29","Fairfax County","1900","Key Middle","Y","175"," ","175"
"2014-2015","29","Fairfax County","1761","Kilmer Center","Y","75"," ","75"
"2014-2015","29","Fairfax County","1760","Kilmer Middle","N","1,189"," ","1,189"
"2014-2015","29","Fairfax County","1760","Kilmer Middle","Y","123"," ","123"
"2014-2015","29","Fairfax County","1890","Kings Glen Elementary","N","347"," ","347"
"2014-2015","29","Fairfax County","1890","Kings Glen Elementary","Y","94"," ","94"
"2014-2015","29","Fairfax County","1440","Kings Park Elementary","N","601"," ","601"
"2014-2015","29","Fairfax County","1440","Kings Park Elementary","Y","102"," ","102"
"2014-2015","29","Fairfax County","1570","Lake Anne Elementary","N","613"," ","613"
"2014-2015","29","Fairfax County","1570","Lake Anne Elementary","Y","65"," ","65"
"2014-2015","29","Fairfax County","90","Lake Braddock Secondary","N","3,508","<","3,510"
"2014-2015","29","Fairfax County","90","Lake Braddock Secondary","Y","558","<","559"
"2014-2015","29","Fairfax County","2209","Lane Elementary","N","741"," ","741"
"2014-2015","29","Fairfax County","2209","Lane Elementary","Y","98"," ","98"
"2014-2015","29","Fairfax County","1460","Langley High","N","1,828"," ","1,828"
"2014-2015","29","Fairfax County","1460","Langley High","Y","184"," ","184"
"2014-2015","29","Fairfax County","1110","Lanier Middle","N","939"," ","939"
"2014-2015","29","Fairfax County","1110","Lanier Middle","Y","147"," ","147"
"2014-2015","29","Fairfax County","2348","Laurel Hill Elementary","N","824"," ","824"
"2014-2015","29","Fairfax County","2348","Laurel Hill Elementary","Y","87"," ","87"
"2014-2015","29","Fairfax County","1970","Laurel Ridge Elementary","N","704"," ","704"
"2014-2015","29","Fairfax County","1970","Laurel Ridge Elementary","Y","120"," ","120"
"2014-2015","29","Fairfax County","1020","Lee High","N","1,563"," ","1,563"
"2014-2015","29","Fairfax County","1020","Lee High","Y","280"," ","280"
"2014-2015","29","Fairfax County","1850","Lees Corner Elementary","N","635"," ","635"
"2014-2015","29","Fairfax County","1850","Lees Corner Elementary","Y","95"," ","95"
"2014-2015","29","Fairfax County","770","Lemon Road Elementary","N","467"," ","467"
"2014-2015","29","Fairfax County","770","Lemon Road Elementary","Y","41"," ","41"
"2014-2015","29","Fairfax County","2233","Liberty Middle","N","911"," ","911"
"2014-2015","29","Fairfax County","2233","Liberty Middle","Y","180"," ","180"
"2014-2015","29","Fairfax County","1400","Little Run Elementary","N","256"," ","256"
"2014-2015","29","Fairfax County","1400","Little Run Elementary","Y","85"," ","85"
"2014-2015","29","Fairfax County","1830","London Towne Elementary","N","780"," ","780"
"2014-2015","29","Fairfax County","1830","London Towne Elementary","Y","120"," ","120"
"2014-2015","29","Fairfax County","1150","Longfellow Middle","N","1,276"," ","1,276"
"2014-2015","29","Fairfax County","1150","Longfellow Middle","Y","118"," ","118"
"2014-2015","29","Fairfax County","2236","Lorton Station Elementary","N","977"," ","977"
"2014-2015","29","Fairfax County","2236","Lorton Station Elementary","Y","96"," ","96"
"2014-2015","29","Fairfax County","890","Lynbrook Elementary","N","592"," ","592"
"2014-2015","29","Fairfax County","890","Lynbrook Elementary","Y","101"," ","101"
"2014-2015","29","Fairfax County","1060","Madison High","N","1,808"," ","1,808"
"2014-2015","29","Fairfax County","1060","Madison High","Y","266"," ","266"
"2014-2015","29","Fairfax County","1210","Mantua Elementary","N","881"," ","881"
"2014-2015","29","Fairfax County","1210","Mantua Elementary","Y","78"," ","78"
"2014-2015","29","Fairfax County","1290","Marshall High","N","1,719","<","1,720"
"2014-2015","29","Fairfax County","1290","Marshall High","Y","220"," ","220"
"2014-2015","29","Fairfax County","1200","Marshall Road Elementary","N","590"," ","590"
"2014-2015","29","Fairfax County","1200","Marshall Road Elementary","Y","106"," ","106"
"2014-2015","29","Fairfax County","2410","Mason Crest Elementary","N","503"," ","503"
"2014-2015","29","Fairfax County","2410","Mason Crest Elementary","Y","102"," ","102"
"2014-2015","29","Fairfax County","790","McLean High","N","1,859"," ","1,859"
"2014-2015","29","Fairfax County","790","McLean High","Y","213"," ","213"
"2014-2015","29","Fairfax County","2231","McNair Elementary","N","1,146"," ","1,146"
"2014-2015","29","Fairfax County","2231","McNair Elementary","Y","88"," ","88"
"2014-2015","29","Fairfax County","1390","Mosby Woods Elementary","N","918"," ","918"
"2014-2015","29","Fairfax County","1390","Mosby Woods Elementary","Y","93"," ","93"
"2014-2015","29","Fairfax County","510","Mount Eagle Elementary","N","347"," ","347"
"2014-2015","29","Fairfax County","510","Mount Eagle Elementary","Y","54"," ","54"
"2014-2015","29","Fairfax County","420","Mount Vernon High","N","1,636"," ","1,636"
"2014-2015","29","Fairfax County","420","Mount Vernon High","Y","375"," ","375"
"2014-2015","29","Fairfax County","1640","Mount Vernon Woods Elementary","N","604"," ","604"
"2014-2015","29","Fairfax County","1640","Mount Vernon Woods Elementary","Y","89"," ","89"
"2014-2015","29","Fairfax County","2211","Mountain View Alternative High","N","185"," ","185"
"2014-2015","29","Fairfax County","2211","Mountain View Alternative High","Y","41"," ","41"
"2014-2015","29","Fairfax County","800","Navy Elementary","N","795"," ","795"
"2014-2015","29","Fairfax County","800","Navy Elementary","Y","78"," ","78"
"2014-2015","29","Fairfax County","470","Newington Forest Elementary","N","544"," ","544"
"2014-2015","29","Fairfax County","470","Newington Forest Elementary","Y","65"," ","65"
"2014-2015","29","Fairfax County","930","North Springfield Elementary","N","406"," ","406"
"2014-2015","29","Fairfax County","930","North Springfield Elementary","Y","124"," ","124"
"2014-2015","29","Fairfax County","430","Oak Hill Elementary","N","798"," ","798"
"2014-2015","29","Fairfax County","430","Oak Hill Elementary","Y","97"," ","97"
"2014-2015","29","Fairfax County","1860","Oak View Elementary","N","683"," ","683"
"2014-2015","29","Fairfax County","1860","Oak View Elementary","Y","102"," ","102"
"2014-2015","29","Fairfax County","140","Oakton Elementary","N","778"," ","778"
"2014-2015","29","Fairfax County","140","Oakton Elementary","Y","71"," ","71"
"2014-2015","29","Fairfax County","1710","Oakton High","N","2,031","<","2,032"
"2014-2015","29","Fairfax County","1710","Oakton High","Y","276"," ","276"
"2014-2015","29","Fairfax County","1650","Olde Creek Elementary","N","321"," ","321"
"2014-2015","29","Fairfax County","1650","Olde Creek Elementary","Y","113"," ","113"
"2014-2015","29","Fairfax County","150","Orange Hunt Elementary","N","722"," ","722"
"2014-2015","29","Fairfax County","150","Orange Hunt Elementary","Y","80"," ","80"
"2014-2015","29","Fairfax County","1030","Parklawn Elementary","N","639"," ","639"
"2014-2015","29","Fairfax County","1030","Parklawn Elementary","Y","79"," ","79"
"2014-2015","29","Fairfax County","2440","Pimmit E.C. Resouce Ctr.","Y","31"," ","31"
"2014-2015","29","Fairfax County","820","Pine Spring Elementary","N","517"," ","517"
"2014-2015","29","Fairfax County","820","Pine Spring Elementary","Y","89"," ","89"
"2014-2015","29","Fairfax County","1130","Poe Middle","N","714"," ","714"
"2014-2015","29","Fairfax County","1130","Poe Middle","Y","165"," ","165"
"2014-2015","29","Fairfax County","2080","Poplar Tree Elementary","N","482"," ","482"
"2014-2015","29","Fairfax County","2080","Poplar Tree Elementary","Y","111"," ","111"
"2014-2015","29","Fairfax County","2237","Powell Elementary","N","874"," ","874"
"2014-2015","29","Fairfax County","2237","Powell Elementary","Y","85"," ","85"
"2014-2015","29","Fairfax County","2230","Providence Elementary","N","861"," ","861"
"2014-2015","29","Fairfax County","2230","Providence Elementary","Y","77"," ","77"
"2014-2015","29","Fairfax County","1310","Ravensworth Elementary","N","465"," ","465"
"2014-2015","29","Fairfax County","1310","Ravensworth Elementary","Y","88"," ","88"
"2014-2015","29","Fairfax County","1820","Riverside Elementary","N","667"," ","667"
"2014-2015","29","Fairfax County","1820","Riverside Elementary","Y","114"," ","114"
"2014-2015","29","Fairfax County","1960","Robinson Secondary","N","3,506"," ","3,506"
"2014-2015","29","Fairfax County","1960","Robinson Secondary","Y","498"," ","498"
"2014-2015","29","Fairfax County","2251","Rocky Run E.C. Resource Ctr.","Y","216"," ","216"
"2014-2015","29","Fairfax County","300","Rocky Run Middle","N","1,048"," ","1,048"
"2014-2015","29","Fairfax County","300","Rocky Run Middle","Y","89"," ","89"
"2014-2015","29","Fairfax County","1770","Rolling Valley Elementary","N","489"," ","489"
"2014-2015","29","Fairfax County","1770","Rolling Valley Elementary","Y","77"," ","77"
"2014-2015","29","Fairfax County","950","Rose Hill Elementary","N","615"," ","615"
"2014-2015","29","Fairfax County","950","Rose Hill Elementary","Y","137"," ","137"
"2014-2015","29","Fairfax County","1300","Sandburg Middle","N","1,168"," ","1,168"
"2014-2015","29","Fairfax County","1300","Sandburg Middle","Y","208"," ","208"
"2014-2015","29","Fairfax County","2030","Sangster Elementary","N","795"," ","795"
"2014-2015","29","Fairfax County","2030","Sangster Elementary","Y","99"," ","99"
"2014-2015","29","Fairfax County","2040","Saratoga Elementary","N","655"," ","655"
"2014-2015","29","Fairfax County","2040","Saratoga Elementary","Y","100"," ","100"
"2014-2015","29","Fairfax County","80","Sherman Elementary","N","337"," ","337"
"2014-2015","29","Fairfax County","80","Sherman Elementary","Y","70"," ","70"
"2014-2015","29","Fairfax County","1660","Shrevewood Elementary","N","635"," ","635"
"2014-2015","29","Fairfax County","1660","Shrevewood Elementary","Y","63"," ","63"
"2014-2015","29","Fairfax County","1680","Silverbrook Elementary","N","697"," ","697"
"2014-2015","29","Fairfax County","1680","Silverbrook Elementary","Y","103"," ","103"
"2014-2015","29","Fairfax County","710","Sleepy Hollow Elementary","N","394"," ","394"
"2014-2015","29","Fairfax County","710","Sleepy Hollow Elementary","Y","71"," ","71"
"2014-2015","29","Fairfax County","2241","South County High","N","1,854","<","1,855"
"2014-2015","29","Fairfax County","2241","South County High","Y","294","<","295"
"2014-2015","29","Fairfax County","2420","South County Middle","N","906"," ","906"
"2014-2015","29","Fairfax County","2420","South County Middle","Y","157"," ","157"
"2014-2015","29","Fairfax County","1990","South Lakes High","N","1,996"," ","1,996"
"2014-2015","29","Fairfax County","1990","South Lakes High","Y","438"," ","438"
"2014-2015","29","Fairfax County","1620","Spring Hill Elementary","N","873"," ","873"
"2014-2015","29","Fairfax County","1620","Spring Hill Elementary","Y","82"," ","82"
"2014-2015","29","Fairfax County","960","Springfield Estates Elementary","N","693"," ","693"
"2014-2015","29","Fairfax County","960","Springfield Estates Elementary","Y","76"," ","76"
"2014-2015","29","Fairfax County","1380","Stenwood Elementary","N","454"," ","454"
"2014-2015","29","Fairfax County","1380","Stenwood Elementary","Y","76"," ","76"
"2014-2015","29","Fairfax County","2070","Stone Middle","N","674"," ","674"
"2014-2015","29","Fairfax County","2070","Stone Middle","Y","174"," ","174"
"2014-2015","29","Fairfax County","1350","Stratford Landing Elementary","N","798"," ","798"
"2014-2015","29","Fairfax County","1350","Stratford Landing Elementary","Y","94"," ","94"
"2014-2015","29","Fairfax County","1070","Stuart High","N","1,692","<","1,694"
"2014-2015","29","Fairfax County","1070","Stuart High","Y","293"," ","293"
"2014-2015","29","Fairfax County","280","Sunrise Valley Elementary","N","512"," ","512"
"2014-2015","29","Fairfax County","280","Sunrise Valley Elementary","Y","67"," ","67"
"2014-2015","29","Fairfax County","170","Terra Centre Elementary","N","416"," ","416"
"2014-2015","29","Fairfax County","170","Terra Centre Elementary","Y","126"," ","126"
"2014-2015","29","Fairfax County","250","Terraset Elementary","N","455"," ","455"
"2014-2015","29","Fairfax County","250","Terraset Elementary","Y","99"," ","99"
"2014-2015","29","Fairfax County","1371","Thomas Jefferson High for Science and Technology","N","1,804"," ","1,804"
"2014-2015","29","Fairfax County","1371","Thomas Jefferson High for Science and Technology","Y","16"," ","16"
"2014-2015","29","Fairfax County","1140","Thoreau Middle","N","717"," ","717"
"2014-2015","29","Fairfax County","1140","Thoreau Middle","Y","111"," ","111"
"2014-2015","29","Fairfax County","830","Timber Lane Elementary","N","503"," ","503"
"2014-2015","29","Fairfax County","830","Timber Lane Elementary","Y","101"," ","101"
"2014-2015","29","Fairfax County","1160","Twain Middle","N","784"," ","784"
"2014-2015","29","Fairfax County","1160","Twain Middle","Y","149"," ","149"
"2014-2015","29","Fairfax County","1540","Union Mill Elementary","N","905"," ","905"
"2014-2015","29","Fairfax County","1540","Union Mill Elementary","Y","92"," ","92"
"2014-2015","29","Fairfax County","120","Vienna Elementary","N","357"," ","357"
"2014-2015","29","Fairfax County","120","Vienna Elementary","Y","76"," ","76"
"2014-2015","29","Fairfax County","2252","Virginia Hills E.C. Resource Ctr.","N","<"," ","<"
"2014-2015","29","Fairfax County","2252","Virginia Hills E.C. Resource Ctr.","Y","230"," ","230"
"2014-2015","29","Fairfax County","2050","Virginia Run Elementary","N","639"," ","639"
"2014-2015","29","Fairfax County","2050","Virginia Run Elementary","Y","91"," ","91"
"2014-2015","29","Fairfax County","850","Wakefield Forest Elementary","N","480"," ","480"
"2014-2015","29","Fairfax County","850","Wakefield Forest Elementary","Y","66"," ","66"
"2014-2015","29","Fairfax County","2100","Waples Mill Elementary","N","728"," ","728"
"2014-2015","29","Fairfax County","2100","Waples Mill Elementary","Y","123"," ","123"
"2014-2015","29","Fairfax County","1320","Washington Mill Elementary","N","547"," ","547"
"2014-2015","29","Fairfax County","1320","Washington Mill Elementary","Y","101"," ","101"
"2014-2015","29","Fairfax County","1080","Waynewood Elementary","N","660"," ","660"
"2014-2015","29","Fairfax County","1080","Waynewood Elementary","Y","71"," ","71"
"2014-2015","29","Fairfax County","900","West Potomac High","N","2,170"," ","2,170"
"2014-2015","29","Fairfax County","900","West Potomac High","Y","372"," ","372"
"2014-2015","29","Fairfax County","1430","West Springfield Elementary","N","412"," ","412"
"2014-2015","29","Fairfax County","1430","West Springfield Elementary","Y","72"," ","72"
"2014-2015","29","Fairfax County","1610","West Springfield High","N","2,002","<","2,003"
"2014-2015","29","Fairfax County","1610","West Springfield High","Y","268"," ","268"
"2014-2015","29","Fairfax County","1580","Westbriar Elementary","N","625"," ","625"
"2014-2015","29","Fairfax County","1580","Westbriar Elementary","Y","65"," ","65"
"2014-2015","29","Fairfax County","2228","Westfield High","N","2,272","<","2,275"
"2014-2015","29","Fairfax County","2228","Westfield High","Y","437","<","438"
"2014-2015","29","Fairfax County","1670","Westgate Elementary","N","556"," ","556"
"2014-2015","29","Fairfax County","1670","Westgate Elementary","Y","49"," ","49"
"2014-2015","29","Fairfax County","580","Westlawn Elementary","N","683"," ","683"
"2014-2015","29","Fairfax County","580","Westlawn Elementary","Y","82"," ","82"
"2014-2015","29","Fairfax County","520","Weyanoke Elementary","N","457"," ","457"
"2014-2015","29","Fairfax County","520","Weyanoke Elementary","Y","71"," ","71"
"2014-2015","29","Fairfax County","400","White Oaks Elementary","N","781"," ","781"
"2014-2015","29","Fairfax County","400","White Oaks Elementary","Y","60"," ","60"
"2014-2015","29","Fairfax County","1550","Whitman Middle","N","809"," ","809"
"2014-2015","29","Fairfax County","1550","Whitman Middle","Y","165"," ","165"
"2014-2015","29","Fairfax County","2060","Willow Springs Elementary","N","890"," ","890"
"2014-2015","29","Fairfax County","2060","Willow Springs Elementary","Y","93"," ","93"
"2014-2015","29","Fairfax County","1810","Wolftrap Elementary","N","539"," ","539"
"2014-2015","29","Fairfax County","1810","Wolftrap Elementary","Y","46"," ","46"
"2014-2015","29","Fairfax County","650","Woodburn Elementary","N","436"," ","436"
"2014-2015","29","Fairfax County","650","Woodburn Elementary","Y","70"," ","70"
"2014-2015","29","Fairfax County","380","Woodlawn Elementary","N","646"," ","646"
"2014-2015","29","Fairfax County","380","Woodlawn Elementary","Y","94"," ","94"
"2014-2015","29","Fairfax County","590","Woodley Hills Elementary","N","669"," ","669"
"2014-2015","29","Fairfax County","590","Woodley Hills Elementary","Y","77"," ","77"
"2014-2015","29","Fairfax County","1260","Woodson High","N","2,010","<","2,012"
"2014-2015","29","Fairfax County","1260","Woodson High","Y","368"," ","368"
