"School Year","Division Number","Division Name","School Number","School Name","Disabled","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2014-2015","109","Falls Church City","251","George Mason High","N","644"," ","644"
"2014-2015","109","Falls Church City","251","George Mason High","Y","110"," ","110"
"2014-2015","109","Falls Church City","270","Jessie Thackrey  Preschool","N","35"," ","35"
"2014-2015","109","Falls Church City","270","Jessie Thackrey  Preschool","Y","10"," ","10"
"2014-2015","109","Falls Church City","252","Mary Ellen Henderson Middle","N","459"," ","459"
"2014-2015","109","Falls Church City","252","Mary Ellen Henderson Middle","Y","83"," ","83"
"2014-2015","109","Falls Church City","240","Mount Daniel","N","330"," ","330"
"2014-2015","109","Falls Church City","240","Mount Daniel","Y","34"," ","34"
"2014-2015","109","Falls Church City","260","Thomas Jefferson Elementary","N","672"," ","672"
"2014-2015","109","Falls Church City","260","Thomas Jefferson Elementary","Y","88"," ","88"
"2014-2015","30","Fauquier County","854","Auburn Middle","N","503"," ","503"
"2014-2015","30","Fauquier County","854","Auburn Middle","Y","82"," ","82"
"2014-2015","30","Fauquier County","460","C. Hunter Ritchie Elementary","N","322"," ","322"
"2014-2015","30","Fauquier County","460","C. Hunter Ritchie Elementary","Y","66"," ","66"
"2014-2015","30","Fauquier County","730","C.M. Bradley Elementary","N","428"," ","428"
"2014-2015","30","Fauquier County","730","C.M. Bradley Elementary","Y","68"," ","68"
"2014-2015","30","Fauquier County","520","Cedar Lee Middle","N","512"," ","512"
"2014-2015","30","Fauquier County","520","Cedar Lee Middle","Y","97"," ","97"
"2014-2015","30","Fauquier County","120","Claude Thompson Elementary","N","260"," ","260"
"2014-2015","30","Fauquier County","120","Claude Thompson Elementary","Y","36"," ","36"
"2014-2015","30","Fauquier County","701","Fauquier High","N","1,175"," ","1,175"
"2014-2015","30","Fauquier County","701","Fauquier High","Y","116"," ","116"
"2014-2015","30","Fauquier County","450","Grace Miller Elementary","N","398"," ","398"
"2014-2015","30","Fauquier County","450","Grace Miller Elementary","Y","67"," ","67"
"2014-2015","30","Fauquier County","511","Greenville Elementary","N","435"," ","435"
"2014-2015","30","Fauquier County","511","Greenville Elementary","Y","60"," ","60"
"2014-2015","30","Fauquier County","750","H.M. Pearson Elementary","N","364"," ","364"
"2014-2015","30","Fauquier County","750","H.M. Pearson Elementary","Y","59"," ","59"
"2014-2015","30","Fauquier County","853","James G. Brumfield Elementary","N","487"," ","487"
"2014-2015","30","Fauquier County","853","James G. Brumfield Elementary","Y","83"," ","83"
"2014-2015","30","Fauquier County","510","Kettle Run High","N","1,111"," ","1,111"
"2014-2015","30","Fauquier County","510","Kettle Run High","Y","127"," ","127"
"2014-2015","30","Fauquier County","851","Liberty High","N","1,068"," ","1,068"
"2014-2015","30","Fauquier County","851","Liberty High","Y","157"," ","157"
"2014-2015","30","Fauquier County","530","Margaret M. Pierce Elementary","N","491"," ","491"
"2014-2015","30","Fauquier County","530","Margaret M. Pierce Elementary","Y","55"," ","55"
"2014-2015","30","Fauquier County","10","Marshall Middle","N","417"," ","417"
"2014-2015","30","Fauquier County","10","Marshall Middle","Y","54"," ","54"
"2014-2015","30","Fauquier County","20","Mary Walter Elementary","N","351"," ","351"
"2014-2015","30","Fauquier County","20","Mary Walter Elementary","Y","79"," ","79"
"2014-2015","30","Fauquier County","720","P.B. Smith Elementary","N","362"," ","362"
"2014-2015","30","Fauquier County","720","P.B. Smith Elementary","Y","33"," ","33"
"2014-2015","30","Fauquier County","670","W.C. Taylor Middle","N","392"," ","392"
"2014-2015","30","Fauquier County","670","W.C. Taylor Middle","Y","64"," ","64"
"2014-2015","30","Fauquier County","740","W.G. Coleman Elementary","N","312"," ","312"
"2014-2015","30","Fauquier County","740","W.G. Coleman Elementary","Y","34"," ","34"
"2014-2015","30","Fauquier County","660","Warrenton Middle","N","405"," ","405"
"2014-2015","30","Fauquier County","660","Warrenton Middle","Y","35"," ","35"
"2014-2015","31","Floyd County","90","Check Elementary","N","244"," ","244"
"2014-2015","31","Floyd County","90","Check Elementary","Y","46"," ","46"
"2014-2015","31","Floyd County","660","Floyd County High","N","700"," ","700"
"2014-2015","31","Floyd County","660","Floyd County High","Y","96"," ","96"
"2014-2015","31","Floyd County","360","Floyd Elementary","N","446"," ","446"
"2014-2015","31","Floyd County","360","Floyd Elementary","Y","65"," ","65"
"2014-2015","31","Floyd County","650","Indian Valley Elementary","N","142"," ","142"
"2014-2015","31","Floyd County","650","Indian Valley Elementary","Y","21"," ","21"
"2014-2015","31","Floyd County","500","Willis Elementary","N","199"," ","199"
"2014-2015","31","Floyd County","500","Willis Elementary","Y","31"," ","31"
"2014-2015","32","Fluvanna County","300","Carysbrook Elementary","N","525"," ","525"
"2014-2015","32","Fluvanna County","300","Carysbrook Elementary","Y","44"," ","44"
"2014-2015","32","Fluvanna County","310","Central Elementary","N","479"," ","479"
"2014-2015","32","Fluvanna County","310","Central Elementary","Y","36"," ","36"
"2014-2015","32","Fluvanna County","260","Fluvanna County High","N","1,211"," ","1,211"
"2014-2015","32","Fluvanna County","260","Fluvanna County High","Y","184","<","185"
"2014-2015","32","Fluvanna County","320","Fluvanna Middle","N","759"," ","759"
"2014-2015","32","Fluvanna County","320","Fluvanna Middle","Y","94","<","95"
"2014-2015","32","Fluvanna County","330","West Central Primary","N","257"," ","257"
"2014-2015","32","Fluvanna County","330","West Central Primary","Y","38"," ","38"
"2014-2015","135","Franklin City","20","Franklin High","N","241"," ","241"
"2014-2015","135","Franklin City","20","Franklin High","Y","42"," ","42"
"2014-2015","135","Franklin City","561","Joseph P. King Jr. Middle","N","224"," ","224"
"2014-2015","135","Franklin City","561","Joseph P. King Jr. Middle","Y","40"," ","40"
"2014-2015","135","Franklin City","10","S.P. Morton Elementary","N","588"," ","588"
"2014-2015","135","Franklin City","10","S.P. Morton Elementary","Y","66"," ","66"
"2014-2015","33","Franklin County","32","Benjamin Franklin Middle-East","N","450"," ","450"
"2014-2015","33","Franklin County","32","Benjamin Franklin Middle-East","Y","93"," ","93"
"2014-2015","33","Franklin County","31","Benjamin Franklin Middle-West","N","707"," ","707"
"2014-2015","33","Franklin County","31","Benjamin Franklin Middle-West","Y","136"," ","136"
"2014-2015","33","Franklin County","1370","Boones Mill Elementary","N","292"," ","292"
"2014-2015","33","Franklin County","1370","Boones Mill Elementary","Y","43"," ","43"
"2014-2015","33","Franklin County","1320","Burnt Chimney Elementary","N","257"," ","257"
"2014-2015","33","Franklin County","1320","Burnt Chimney Elementary","Y","62"," ","62"
"2014-2015","33","Franklin County","350","Callaway Elementary","N","211"," ","211"
"2014-2015","33","Franklin County","350","Callaway Elementary","Y","34"," ","34"
"2014-2015","33","Franklin County","20","Dudley Elementary","N","266"," ","266"
"2014-2015","33","Franklin County","20","Dudley Elementary","Y","28"," ","28"
"2014-2015","33","Franklin County","1360","Ferrum Elementary","N","200"," ","200"
"2014-2015","33","Franklin County","1360","Ferrum Elementary","Y","39"," ","39"
"2014-2015","33","Franklin County","1311","Franklin County High","N","1,872"," ","1,872"
"2014-2015","33","Franklin County","1311","Franklin County High","Y","275"," ","275"
"2014-2015","33","Franklin County","1481","Gereau Center for Applied Technology & Career Exploration","N","259"," ","259"
"2014-2015","33","Franklin County","1481","Gereau Center for Applied Technology & Career Exploration","Y","43"," ","43"
"2014-2015","33","Franklin County","690","Glade Hill Elementary","N","283"," ","283"
"2014-2015","33","Franklin County","690","Glade Hill Elementary","Y","40"," ","40"
"2014-2015","33","Franklin County","10","Henry Elementary","N","168"," ","168"
"2014-2015","33","Franklin County","10","Henry Elementary","Y","35"," ","35"
"2014-2015","33","Franklin County","660","Lee M. Waid Elementary","N","324"," ","324"
"2014-2015","33","Franklin County","660","Lee M. Waid Elementary","Y","70"," ","70"
"2014-2015","33","Franklin County","1380","Rocky Mount Elementary","N","302"," ","302"
"2014-2015","33","Franklin County","1380","Rocky Mount Elementary","Y","82"," ","82"
"2014-2015","33","Franklin County","1170","Snow Creek Elementary","N","188"," ","188"
"2014-2015","33","Franklin County","1170","Snow Creek Elementary","Y","33"," ","33"
"2014-2015","33","Franklin County","960","Sontag Elementary","N","293"," ","293"
"2014-2015","33","Franklin County","960","Sontag Elementary","Y","50"," ","50"
"2014-2015","33","Franklin County","980","Windy Gap Elementary","N","308"," ","308"
"2014-2015","33","Franklin County","980","Windy Gap Elementary","Y","38"," ","38"
"2014-2015","34","Frederick County","586","Admiral Richard E. Byrd Middle","N","781"," ","781"
"2014-2015","34","Frederick County","586","Admiral Richard E. Byrd Middle","Y","114"," ","114"
"2014-2015","34","Frederick County","10","Apple Pie Ridge Elementary","N","438"," ","438"
"2014-2015","34","Frederick County","10","Apple Pie Ridge Elementary","Y","61"," ","61"
"2014-2015","34","Frederick County","320","Armel Elementary","N","504"," ","504"
"2014-2015","34","Frederick County","320","Armel Elementary","Y","59"," ","59"
"2014-2015","34","Frederick County","20","Bass-Hoover Elementary","N","533"," ","533"
"2014-2015","34","Frederick County","20","Bass-Hoover Elementary","Y","56"," ","56"
"2014-2015","34","Frederick County","587","Evendale Elementary","N","488"," ","488"
"2014-2015","34","Frederick County","587","Evendale Elementary","Y","55"," ","55"
"2014-2015","34","Frederick County","460","Frederick County Middle","N","592"," ","592"
"2014-2015","34","Frederick County","460","Frederick County Middle","Y","99"," ","99"
"2014-2015","34","Frederick County","380","Gainesboro Elementary","N","472"," ","472"
"2014-2015","34","Frederick County","380","Gainesboro Elementary","Y","75"," ","75"
"2014-2015","34","Frederick County","590","Greenwood Mill Elementary","N","599"," ","599"
"2014-2015","34","Frederick County","590","Greenwood Mill Elementary","Y","78"," ","78"
"2014-2015","34","Frederick County","40","Indian Hollow Elementary","N","338"," ","338"
"2014-2015","34","Frederick County","40","Indian Hollow Elementary","Y","46"," ","46"
"2014-2015","34","Frederick County","30","James Wood High","N","1,137"," ","1,137"
"2014-2015","34","Frederick County","30","James Wood High","Y","167"," ","167"
"2014-2015","34","Frederick County","420","James Wood Middle","N","746"," ","746"
"2014-2015","34","Frederick County","420","James Wood Middle","Y","104"," ","104"
"2014-2015","34","Frederick County","340","Middletown Elementary","N","475"," ","475"
"2014-2015","34","Frederick County","340","Middletown Elementary","Y","78"," ","78"
"2014-2015","34","Frederick County","584","Millbrook High","N","1,175"," ","1,175"
"2014-2015","34","Frederick County","584","Millbrook High","Y","137"," ","137"
"2014-2015","34","Frederick County","583","Orchard View Elementary","N","407"," ","407"
"2014-2015","34","Frederick County","583","Orchard View Elementary","Y","41"," ","41"
"2014-2015","34","Frederick County","582","Redbud Run Elementary","N","620"," ","620"
"2014-2015","34","Frederick County","582","Redbud Run Elementary","Y","67"," ","67"
"2014-2015","34","Frederick County","480","Robert E. Aylor Middle","N","549"," ","549"
"2014-2015","34","Frederick County","480","Robert E. Aylor Middle","Y","69"," ","69"
"2014-2015","34","Frederick County","581","Sherando High","N","1,322"," ","1,322"
"2014-2015","34","Frederick County","581","Sherando High","Y","166"," ","166"
"2014-2015","34","Frederick County","410","Stonewall Elementary","N","461"," ","461"
"2014-2015","34","Frederick County","410","Stonewall Elementary","Y","72"," ","72"
"2014-2015","110","Fredericksburg City","50","Hugh Mercer Elementary","N","847"," ","847"
"2014-2015","110","Fredericksburg City","50","Hugh Mercer Elementary","Y","54"," ","54"
"2014-2015","110","Fredericksburg City","40","James Monroe High","N","895"," ","895"
"2014-2015","110","Fredericksburg City","40","James Monroe High","Y","86"," ","86"
"2014-2015","110","Fredericksburg City","272","Lafayette Upper Elementary","N","640"," ","640"
"2014-2015","110","Fredericksburg City","272","Lafayette Upper Elementary","Y","73"," ","73"
"2014-2015","110","Fredericksburg City","30","Original Walker-Grant","N","137"," ","137"
"2014-2015","110","Fredericksburg City","30","Original Walker-Grant","Y","23"," ","23"
"2014-2015","110","Fredericksburg City","273","Walker-Grant Middle","N","628"," ","628"
"2014-2015","110","Fredericksburg City","273","Walker-Grant Middle","Y","83"," ","83"
"2014-2015","111","Galax City","10","Galax Elementary","N","511"," ","511"
"2014-2015","111","Galax City","10","Galax Elementary","Y","57"," ","57"
"2014-2015","111","Galax City","31","Galax High","N","487"," ","487"
"2014-2015","111","Galax City","31","Galax High","Y","42"," ","42"
"2014-2015","111","Galax City","32","Galax Middle","N","246"," ","246"
"2014-2015","111","Galax City","32","Galax Middle","Y","44"," ","44"
"2014-2015","35","Giles County","10","Eastern Elementary/Middle","N","408"," ","408"
"2014-2015","35","Giles County","10","Eastern Elementary/Middle","Y","47"," ","47"
"2014-2015","35","Giles County","461","Giles High","N","592","<","593"
"2014-2015","35","Giles County","461","Giles High","Y","97"," ","97"
"2014-2015","35","Giles County","390","Macy Mcclaugherty Elementary/Middle","N","415"," ","415"
"2014-2015","35","Giles County","390","Macy Mcclaugherty Elementary/Middle","Y","61"," ","61"
"2014-2015","35","Giles County","400","Narrows Elementary/Middle","N","385"," ","385"
"2014-2015","35","Giles County","400","Narrows Elementary/Middle","Y","68"," ","68"
"2014-2015","35","Giles County","470","Narrows High","N","300"," ","300"
"2014-2015","35","Giles County","470","Narrows High","Y","50"," ","50"
"2014-2015","36","Gloucester County","250","Abingdon Elementary","N","524"," ","524"
"2014-2015","36","Gloucester County","250","Abingdon Elementary","Y","73"," ","73"
"2014-2015","36","Gloucester County","240","Achilles Elementary","N","394"," ","394"
"2014-2015","36","Gloucester County","240","Achilles Elementary","Y","56"," ","56"
"2014-2015","36","Gloucester County","381","Bethel Elementary","N","473"," ","473"
"2014-2015","36","Gloucester County","381","Bethel Elementary","Y","66"," ","66"
"2014-2015","36","Gloucester County","100","Botetourt Elementary","N","496"," ","496"
"2014-2015","36","Gloucester County","100","Botetourt Elementary","Y","73"," ","73"
"2014-2015","36","Gloucester County","260","Gloucester High","N","1,580"," ","1,580"
"2014-2015","36","Gloucester County","260","Gloucester High","Y","181"," ","181"
"2014-2015","36","Gloucester County","90","Page Middle","N","349"," ","349"
"2014-2015","36","Gloucester County","90","Page Middle","Y","43"," ","43"
"2014-2015","36","Gloucester County","280","Peasley Middle","N","785"," ","785"
"2014-2015","36","Gloucester County","280","Peasley Middle","Y","104"," ","104"
"2014-2015","36","Gloucester County","270","Petsworth Elementary","N","294"," ","294"
"2014-2015","36","Gloucester County","270","Petsworth Elementary","Y","38"," ","38"
"2014-2015","37","Goochland County","120","Byrd Elementary","N","265"," ","265"
"2014-2015","37","Goochland County","120","Byrd Elementary","Y","36"," ","36"
